"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"q"	"pheno.df.q[, 7]"
"MP:0002269"	"muscular atrophy"	0	1.014	0.802775465773867	0.305	0.432183908045977	"\"acquired diminution of muscle tissue associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes; occurs with age, immobilization, weightlessness, malnutrition or denervation\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0004090"	"abnormal sarcomere morphology"	0	1.124	0.869125640732903	0.305	0.432183908045977	"\"any structural anomaly in the segment of a myofibril between two Z lines comprised of multi-protein complexes composed of three different filament systems; these systems work together to contract and relax muscle\"\" [ISBN:0-683-40008-8, MGI:anna]\""
"MP:0001683"	"absent mesoderm"	0	1.436	1.00544264625831	0.306	0.432183908045977	""
"MP:0004564"	"enlarged myocardial fiber"	0	1.081	0.844483364047008	0.306	0.432183908045977	"\"increased size of the terminally differentiated, non-proliferative, cardiac muscle fibers, the multinucleated muscle cells of the heart\"\" [MGI:monikat]\""
"MP:0010420"	"muscular ventricular septal defect"	0	1.014	0.806507566272291	0.31	0.432183908045977	""
"MP:0000928"	"incomplete rostral neuropore closure"	0	1.022	0.807569296201984	0.311	0.432183908045977	"\"arrest of the fusion of the cephalic neural folds\"\" [MGI:anna]\""
"MP:0003091"	"abnormal cell migration"	0	1.014	0.804021424124041	0.312	0.432183908045977	"\"any anomaly in the movement of cells from one site to another, often occurring during developmental or chemotactic processes\"\" [GO:0016477, MGI:csmith]\""
"MP:0008500"	"increased IgG2a level"	0	1.041	0.8246205181773	0.312	0.432183908045977	"\"greater than normal immunoglobulin class G2a level\"\" [MGI:tmeehan]\""
"MP:0011941"	"increased fluid intake"	0	1.217	0.919105954586171	0.313	0.432183908045977	"\"increase in the total amount of fluid taken in over time when compared to the normal state\"\" [MGI:csmith]\""
"MP:0004471"	"short nasal bone"	0	1.03	0.818394629607117	0.314	0.432183908045977	"\"reduced length of either of two rectangular bone plates forming the bridge of the nose\"\" [ISBN:0-683-40008-8]\""
"MP:0005025"	"abnormal response to infection"	0	1.498	1.00349539261673	0.315	0.432183908045977	"\"any anomaly in the body's reaction to invasion and multiplication of microorganisms in its tissues, or the body's reaction to components of or toxins produced by pathogenic microorganisms\"\" [MGI:cwg]\""
"MP:0000751"	"myopathy"	0	1.304	0.966704980083644	0.316	0.432183908045977	"\"any abnormal condition or disease of the skeletal muscle\"\" [ISBN:0-683-40008-8, PMID:9284044]\""
"MP:0000759"	"abnormal skeletal muscle morphology"	0	1.356	0.995115196474385	0.317	0.432183908045977	"\"any structural anomaly of any of the striated muscle fibers connected at either or both extremities with the bony framework of the body\"\" [ISBN:0-683-40008-8]\""
"MP:0000601"	"small liver"	0	1.435	1.04827185113112	0.319	0.432183908045977	"\"reduced size of the liver\"\" [PMID:7854452]\""
"MP:0001270"	"distended abdomen"	0	1.231	0.933010991097913	0.32	0.432183908045977	"\"abdomen appears curved outward or swollen\"\" [MGI:csmith]\""
"MP:0002497"	"increased IgE level"	0	1.234	0.932799074889182	0.322	0.432183908045977	"\"greater than normal immunoglobulin class E level\"\" [MGI:cwg]\""
"MP:0002699"	"abnormal vitreous body morphology"	0	1.128	0.892419415080383	0.324	0.432183908045977	"\"any structural anomaly of the transparent, semigelatinous substance that fills the cavity behind the crystalline lens of the eye and in front of the retina\"\" [MESH:A09.371.943]\""
"MP:0002160"	"abnormal reproductive system morphology"	0	1.222	0.943189061432333	0.327	0.432183908045977	""
"MP:0001695"	"abnormal gastrulation"	0	1.026	0.84382227751822	0.328	0.432183908045977	"\"any anomaly in the development and invagination of the embryonic germ layers\"\" [ISBN:0-683-40008-8]\""
"MP:0005419"	"decreased circulating serum albumin level"	0	1.213	0.934078959994016	0.328	0.432183908045977	"\"blood serum albumin concentration below the normal range\"\" [MGI:csmith]\""
"MP:0002123"	"abnormal hematopoiesis"	0	1.317	0.994736397494583	0.33	0.432183908045977	""
"MP:0003566"	"abnormal cell adhesion"	0	1.333	0.986450244099561	0.33	0.432183908045977	"\"altered ability of a cell to adhere to another cell or to a non-cellular component of the environment\"\" [MGI:monikat]\""
"MP:0008499"	"increased IgG1 level"	0	1.399	1.02217603368688	0.33	0.432183908045977	"\"greater than normal immunoglobulin class G1 level\"\" [MGI:tmeehan]\""
"MP:0002490"	"abnormal immunoglobulin level"	0	1.301	0.999699153945025	0.331	0.432183908045977	""
"MP:0001417"	"decreased exploration in new environment"	0	1.404	1.01084410558988	0.334	0.432183908045977	"\"less amount of time spent investigating a new location\"\" [ISBN:0471316393]\""
"MP:0005634"	"decreased circulating sodium level"	0	1.014	0.834566055205039	0.335	0.432183908045977	"\"less than the normal concentration in the blood of this metallic element, the most plentiful extracellular ion in the body and the principal determinant of extracellular fluid volume\"\" [ISBN:0-683-40008-8, RGD:cur]\""
"MP:0003961"	"decreased lean body mass"	0	1.432	1.05948029641825	0.336	0.432183908045977	"\"reduced amount of the fat-free physical bulk or volume of the body including all its components except adipose (fat) tissue\"\" [MGI:csmith]\""
"MP:0001701"	"incomplete embryo turning"	0	1.024	0.866125957453172	0.341	0.432183908045977	"\"arrest of the axial rotation of the germ layers of the embryo during the primitive streak/early somite stage\"\" [J:62571]\""
"MP:0005078"	"abnormal cytotoxic T cell physiology"	0	1.081	0.910641679404291	0.341	0.432183908045977	"\"any functional anomaly of the subset of CD8-positive T lymphocytes capable of directly killing appropriately targeted cells\"\" [MESH:A11.118.637.555.567.569.220.200]\""
"MP:0008752"	"abnormal tumor necrosis factor level"	0	1.032	0.858902621787659	0.341	0.432183908045977	"\"deviation from the normal levels of a serum glycoprotein produced by activated macrophages and NK cells and involved in initiating local inflammatory responses, particularly by its action on the endothelium of local blood vessels; its actions result in increased vascular permeability and induction of expression of adhesion molecules on the endothelium\"\" [MESH:D12.644.276.374.500.800]\""
"MP:0002697"	"abnormal eye size"	0	1.027	0.851466967060964	0.343	0.432183908045977	"\"deviation from the average range of eye size for a given organism\"\" [MGI:csmith]\""
"MP:0001780"	"decreased brown adipose tissue amount"	0	1.107	0.92650386367754	0.345	0.432183908045977	""
"MP:0008713"	"abnormal cytokine level"	0	1.295	1.00746711608369	0.345	0.432183908045977	"\"deviation from the normal levels of any of the non-antibody proteins made by inflammatory leukocytes and some non-leukocytic cells that affect the behavior of other cells\"\" [ISBN:0-8153-1691-7, MGI:csmith]\""
"MP:0012114"	"absent inner cell mass proliferation"	0	1.151	0.920351045007309	0.345	0.432183908045977	""
"MP:0008805"	"decreased circulating amylase level"	0	1.406	1.04031064891514	0.346	0.432183908045977	"\"reduction in the concentration of a group of amylolytic enzymes that cleave starch, glycogen, and related alpha-1,4-glucans in the blood\"\" [ISBN:0-683-40008-8, MESH:D08.811.277.450.066, MGI:brs]\""
"MP:0001222"	"epidermal hyperplasia"	0	1.211	0.9835885554674	0.349	0.432183908045977	"\"overdevelopment or increased size, usually due an increased number of cells in the epidermis\"\" [ISBN:0-683-40008-8, PMID:8941642]\""
"MP:0001919"	"abnormal reproductive system physiology"	0	1.118	0.930022010998095	0.349	0.432183908045977	"\"any functional anomaly of the organs associated with producing offspring\"\" [MGI:csmith]\""
"MP:0002722"	"abnormal immune system organ morphology"	0	1.05	0.896830142392808	0.35	0.432183908045977	""
"MP:0008537"	"increased susceptibility to induced colitis"	0	1.247	1.01144155244582	0.35	0.432183908045977	"\"increased severity or induction threshold of colitis upon treatment of an organism with intestinal inflammation agents such as dextran sodium sulfate (DSS)\"\" [MGI:csmith]\""
"MP:0001431"	"abnormal eating behavior"	0	1.264	1.02242327308671	0.353	0.432183908045977	""
"MP:0005103"	"abnormal retinal pigmentation"	0	1.078	0.905945217293373	0.353	0.432183908045977	"\"anomalous coloring of the thin layer of neural tissue lining the back of the eyeball which contains visual receptors\"\" [ISBN:0-683-40008-8]\""
"MP:0002566"	"abnormal sexual interaction"	0	1.177	0.963638728777336	0.355	0.432183908045977	""
"MP:0008803"	"abnormal placental labyrinth vasculature morphology"	0	1.113	0.93440039817206	0.355	0.432183908045977	"\"any structural anomaly of blood vessels of the layer of the placenta where embryonic and maternal blood exchange nutrients and waste products\"\" [MGI:smb]\""
"MP:0002882"	"abnormal neuron morphology"	0	1.465	1.099993174972	0.357	0.432183908045977	"\"any structural anomaly of the cells of the nervous system that receive, conduct, and transmit impulses\"\" [MESH:A08.663]\""
"MP:0009403"	"increased variability of skeletal muscle fiber size"	0	1.068	0.919903376568551	0.361	0.432183908045977	"\"greater range or dispersion within a distribution of skeletal muscle fiber size within a muscle compared to controls\"\" [MGI:csmith]\""
"MP:0005425"	"increased macrophage cell number"	0	1.01	0.87787850564339	0.362	0.432183908045977	"\"greater than the normal numbers of macrophages\"\" [MGI:cwg]\""
"MP:0000414"	"alopecia"	0	1.426	1.09165732522423	0.363	0.432183908045977	"\"absence of hair due to loss of hair; not in reference to primary genetic hairlessness but may be due to dietary, stress or secondary to immune condition\"\" [ISBN:0-683-40008-8]\""
"MP:0005266"	"abnormal metabolism"	0	1.391	1.0720393035091	0.363	0.432183908045977	"\"any anomaly in the processes that cause many of the chemical changes in living organisms, including anabolism and catabolism; metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation\"\" [GO:0008152]\""
"MP:0003674"	"oxidative stress"	0	1.392	1.09888286161153	0.364	0.432183908045977	"\"condition characterized by an accumulation of free radical groups in the body, which creates a potentially unstable and damaging cellular environment linked to tissue damage, accelerated aging, and degenerative disease; can result from many factors, including exposure to alcohol, medications, poor nutrition, trauma, cold or toxins; may be indicated by low antioxidant levels measured in blood plasma\"\" [MESH:G06.535.710]\""
"MP:0005015"	"increased T cell number"	0	1.5	1.126618510974	0.364	0.432183908045977	"\"greater than normal T cell numbers\"\" [MGI:cwg]\""
"MP:0009643"	"abnormal urine homeostasis"	0	1.457	1.09697509285961	0.368	0.432183908045977	""
"MP:0001429"	"dehydration"	0	1.346	1.06743778433379	0.37	0.432183908045977	"\"excessive water loss from the body or from an organ or bodily part\"\" [ISBN:0-683-40008-8, PMID:9744866]\""
"MP:0002161"	"abnormal fertility/fecundity"	0	1.26	1.02247026628917	0.37	0.432183908045977	""
"MP:0000790"	"abnormal stratification in cerebral cortex"	0	1.047	0.906428492829199	0.372	0.432183908045977	"\"abnormal formation or pattern of the layers of the cerebral cortex\"\" [J:64289, MGI:csmith]\""
"MP:0004978"	"decreased B-1 B cell number"	0	1.068	0.935013502710121	0.372	0.432183908045977	"\"reduced number of the subset of B cells found predominantly in the peritoneum, pleural cavities, and spleen, and enriched for self-reactivity\"\" [MGI:csmith]\""
"MP:0001469"	"abnormal contextual conditioning behavior"	0	1.021	0.894068430467354	0.373	0.432183908045977	"\"anomaly in the ability of an animal to learn and remember an association between an aversive experience (the unconditioned stimulus (US), usually a shock) and the neutral, unchanging environment (the conditioned stimulus (CS), or the environmental context in this case)\"\" [MGI:CFG]\""
"MP:0001407"	"short stride length"	0	1.167	0.976762542824542	0.377	0.432183908045977	"\"reduced average distance between steps\"\" [J:34193]\""
"MP:0004180"	"failure of initiation of embryo turning"	0	1.092	0.955221675030696	0.378	0.432183908045977	"\"failure to begin the axial rotation of the germ layers of the embryo during the primitive streak/early somite stage\"\" [MGI:monikat]\""
"MP:0008143"	"abnormal dendrite morphology"	0	1.167	1.00405135282968	0.381	0.432183908045977	"\"any structural anomaly of the highly branched tree-like process of a neuron that serves as a receptive field and conducts impulses toward the cell body\"\" [MGI:csmith, MGI:rbabiuk]\""
"MP:0008498"	"decreased IgG3 level"	0	1.318	1.08261167924979	0.382	0.432183908045977	"\"less than normal immunoglobulin class G3 level\"\" [MGI:tmeehan]\""
"MP:0009546"	"absent gastric milk in neonates"	0	1.052	0.936040689378497	0.382	0.432183908045977	"\"failure of nursing offspring to ingest milk as indicated by stomach content\"\" [MGI:llw2]\""
"MP:0000921"	"demyelination"	0	1.127	0.998933866113703	0.383	0.432183908045977	""
"MP:0001489"	"decreased startle reflex"	0	1.249	1.04311412946383	0.383	0.432183908045977	"\"greater threshold or less severe reflex response to variable stimuli, often auditory; usually measured by amplitude of whole body flinch\"\" [ISBN:0-471-31639-3, MGI:csmith]\""
"MP:0004174"	"abnormal spine curvature"	0	1.281	1.06826035224573	0.386	0.432183908045977	"\"deviation from the typical S-shape of the spine\"\" [MGI:smb]\""
"MP:0000689"	"abnormal spleen morphology"	0	1.177	1.03186032762954	0.387	0.432183908045977	""
"MP:0004007"	"abnormal lung vasculature morphology"	0	1.049	0.921655276363375	0.389	0.432183908045977	"\"any structural anomaly of the blood vessels of the lung\"\" [MGI:smb]\""
"MP:0004811"	"abnormal neuron physiology"	0	1.173	1.02573053143753	0.389	0.432183908045977	"\"any functional anomaly of the cells of the nervous system that receive, conduct, and transmit impulses\"\" [MESH:A08.663]\""
"MP:0000780"	"abnormal corpus callosum morphology"	0	1.038	0.933502773122516	0.39	0.432183908045977	"\"any structural anomaly of a thick bundle of nerve fibers comprising a commissural plate connecting the two cerebral hemispheres; it consists of contralateral axon projections that provides communications between the right and left cerebral hemispheres\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0002109"	"abnormal limb morphology"	0	1.072	0.975585858737081	0.39	0.432183908045977	""
"MP:0004201"	"fetal growth retardation"	0	1.086	0.954733216933147	0.39	0.432183908045977	"\"slow or limited development during the fetal period (sensu Mus: from E14 through birth)\"\" [MGI:csmith]\""
"MP:0004609"	"vertebral fusion"	0	1.011	0.928299919606126	0.39	0.432183908045977	"\"the union of one or more vertebrae into a single structure\"\" [MGI:csmith]\""
"MP:0001392"	"abnormal locomotor behavior"	0	1.187	1.02717383440491	0.391	0.432183908045977	"\"altered ability or inability to move from place to place in response to stimuli\"\" [MGI:csmith]\""
"MP:0003871"	"abnormal myelin sheath morphology"	0	1.217	1.0578421574271	0.391	0.432183908045977	"\"any structural anomaly of the insulating envelope that surrounds nerve fibers or axons\"\" [MGI:smb]\""
"MP:0005179"	"decreased circulating cholesterol level"	0	1.343	1.10931581688065	0.391	0.432183908045977	""
"MP:0008597"	"decreased circulating interleukin-6 level"	0	1.007	0.908722607167213	0.391	0.432183908045977	"\"reduction in the amount in the blood of a cytokine that stimulates the growth and differentiation of B-cells and is also a growth factor for hybridomas and plasmacytomas, and is produced by many different cells including T-cells, monocytes and fibroblasts\"\" [MESH:D12.644.276.374.465.506]\""
"MP:0000260"	"abnormal angiogenesis"	0	1.055	0.959633209041817	0.392	0.432183908045977	""
"MP:0000599"	"enlarged liver"	0	1.29	1.0941193248897	0.394	0.432183908045977	"\"larger than average size of the liver\"\" [PMID:8941642]\""
"MP:0000274"	"enlarged heart"	0	1.269	1.08342642242693	0.398	0.432183908045977	"\"increase over normal size of the heart\"\" [PMID:7477375]\""
"MP:0005289"	"increased oxygen consumption"	0	1.36	1.12056042035031	0.398	0.432183908045977	"\"greater than the normal rate at which oxygen enters the blood from alveolar gas; this is equal in the steady state to the consumption of oxygen by tissue metabolism throughout the body\"\" [MESH:G06.535.723]\""
"MP:0003651"	"abnormal axon extension"	0	1.124	0.991769936833945	0.399	0.432183908045977	"\"abnormality in the ability of an axon to exhibit long distance growth of a single axon process from a neuron cell body involved in cellular development\"\" [GO:0048675, MGI:monikat]\""
"MP:0003638"	"abnormal response/metabolism to endogenous compounds"	0	1.12	1.01519979837992	0.4	0.432183908045977	"\"altered ability or inability to metabolize or respond to substances normally present in the body\"\" [MGI:csmith]\""
"MP:0000961"	"abnormal dorsal root ganglion morphology"	0	1.024	0.950961791203163	0.407	0.437234285714286	""
"MP:0001394"	"circling"	0	1.156	1.05772528701113	0.409	0.438131054131054	"\"repeated movement in a circle; often associated with inner ear defects\"\" [MGI:csmith, PMID:10709991]\""
"MP:0004076"	"abnormal vitelline vascular remodeling"	0	1.026	0.951961254584571	0.411	0.439022727272727	"\"anomaly in the conversion of the primary (honeycomb-like) vascular plexus of the yolk sac into a mature vascular network\"\" [MGI:smb]\""
"MP:0008866"	"chromosomal instability"	0	1.027	0.977356754837366	0.436	0.460257703081232	"\"abnormalities of DNA metabolism, DNA repair, cell-cycle governance, or control of apoptosis that increase the probability that whole chromosomes or pieces of chromosomes are gained or lost during cell division, resulting in an imbalance in the number of chromosomes per cell (aneuploidy) and an enhanced rate of loss of heterozygosity\"\" [MGI:llw2, PMID:12446840]\""
