"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"long_desc"
"MP:0008299"	"adrenal cortical hyperplasia"	0	0.04	0.201098086615563	1	"\"overdevelopment of the thick outer layer of the adrenal gland that produces and secretes steroid hormones, usually due to an increase in the number of cells\"\" [MGI:csmith]\""
"MP:0008300"	"enlarged adrenal medulla"	0	0	0	1	"\"increased size of the inner portion of the adrenal gland that consists mainly of chromaffin cells\"\" [MGI:csmith]\""
"MP:0008301"	"adrenal medulla hyperplasia"	0	0.022	0.146756729104793	1	"\"overdevelopment or increased size of the inner portion of the adrenal gland that consists mainly of chromaffin cells, usually due to an increase in the number of cells\"\" [MGI:csmith]\""
"MP:0008302"	"thin adrenal cortex"	0	0	0	1	"\"reduced thickness of the thick outer layer of the adrenal gland that produces and secretes steroid hormones such as corticosterone, estrone and aldosterone\"\" [MGI:csmith]\""
"MP:0008304"	"abnormal organ of Corti supporting cell differentiation"	0	0	0	1	"\"atypical production of or inability to produce the highly differentiated epithelial cells with distinctive morphological features that surround the hair cells in the organ of Corti\"\" [MGI:anna]\""
"MP:0008307"	"short scala media"	0	0.006	0.0772655807586403	1	"\"reduced length of the spirally arranged membranous tube suspended within the cochlea, lying between and separating the scala vestibuli and scala tympani\"\" [MGI:anna]\""
"MP:0008308"	"small scala media"	0	0.322	0.498562498153004	1	"\"reduced size of the spirally arranged membranous tube suspended within the cochlea, lying between and separating the scala vestibuli and scala tympani\"\" [MGI:anna]\""
"MP:0008309"	"dilated scala media"	0	0.032	0.176088066055048	1	"\"stretched or widened aperture of the luminal space of the spirally arranged membranous tube suspended within the cochlea, lying between and separating the scala vestibuli and scala tympani\"\" [MGI:anna]\""
"MP:0008312"	"abnormal sympathetic postganglionic fiber morphology"	0	0	0	1	"\"any structural anomaly of any or all of the noradrenergic and some adrenergic axonal fibers projecting from a sympathetic ganglion to an effector organ\"\" [MESH:A08.663.542.075.800, MGI:csmith]\""
"MP:0008313"	"abnormal parasympathetic postganglionic fiber morphology"	0	0	0	1	"\"any structural anomaly of any or all of the cholinergic axonal fibers projecting from a parasympathetic ganglion to an effector organ\"\" [MESH:A08.663.542.100.700, MGI:csmith]\""
"MP:0008314"	"abnormal pterygopalatine ganglion morphology"	0	0	0	1	"\"any structural anomaly of the small parasympathetic ganglion that supplies nerve fibers to the lacrimal, nasal, palatine and pharyngeal glands\"\" [ISBN:0-683-40008-8]\""
"MP:0008315"	"abnormal otic ganglion morphology"	0	0	0	1	"\"any structural anomaly of the ganglion that supplies nerve fibers to the parotid gland\"\" [ISBN:0-683-40008-8]\""
"MP:0008316"	"abnormal prevertebral ganglion morphology"	0	0.019	0.136593036636783	1	"\"any structural anomaly of the sympathetic ganglia located in front of the vertebral column and are associated with the major branches of the abdominal aorta; these include the celiac, aorticorenal, superior and inferior mesenteric ganglia\"\" [ISBN:0-683-40008-8]\""
"MP:0008317"	"abnormal paravertebral ganglion morphology"	0	0.249	0.450779549449842	1	"\"any structural anomaly of the groups of postsynaptic neurons located at intervals along the sympatheic trunk, including the superior cervical, middle cervical and stellate (cervicothoracic) ganglia as well as the thoracic, lumbar and sacral ganglia\"\" [ISBN:0-683-40008-8]\""
"MP:0008320"	"absent adenohypophysis"	0	0.007	0.0834143750078963	1	"\"absence of the anterior part of the pituitary that secretes a variety of hormones\"\" [MGI:csmith]\""
"MP:0008321"	"small adenohypophysis"	0	0.004	0.0631505185092568	1	"\"reduced size of the anterior part of the pituitary that secretes a variety of hormones\"\" [MGI:csmith]\""
"MP:0008322"	"abnormal somatotroph morphology"	0	0.156	0.363036906933435	1	"\"any structural anomaly of an acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin\"\" [CL:0000295, MESH:A06.407.747.608.937]\""
"MP:0008323"	"abnormal lactotroph morphology"	0	0	0	1	"\"any structural anomaly of an acidophilic cell of the anterior pituitary that produces prolactin\"\" [CL:0000439, MESH:A06.407.747.608.812]\""
"MP:0008324"	"abnormal melanotroph morphology"	0	0.032	0.176088066055048	1	"\"any structural anomaly of a cell of the intermediate pituitary that produces melanocyte stimulating hormone and other peptides from the post-translational processing of pro-opiomelanocortin (POMC)\"\" [CL:0000440, MESH:A06.407.747.671.500]\""
"MP:0008325"	"abnormal gonadotroph morphology"	0	0.035	0.18387171834953	1	"\"any structural anomaly of the anterior pituitary cells that can produce both follicle stimulating hormone (FSH) and luteinizing hormone (LH)\"\" [MESH:A06.407.747.608.750]\""
"MP:0008327"	"abnormal corticotroph morphology"	0	0.156	0.363036906933435	1	"\"any structural anomaly of an anterior pituitary basophilic cell that produces adrenocorticotrophic hormone (ACTH)\"\" [CL:0000467, MESH:A06.407.747.608.500]\""
"MP:0008329"	"decreased somatotroph cell number"	0	0.087	0.285503962341178	1	"\"reduced number of an acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin\"\" [CL:0000295, MESH:A06.407.747.608.937]\""
"MP:0008330"	"absent somatotrophs"	0	0.009	0.0944877131056093	1	"\"absence of an acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin\"\" [CL:0000295, MESH:A06.407.747.608.937]\""
"MP:0008331"	"increased lactotroph cell number"	0	0.032	0.176088066055048	1	"\"greater number of an acidophilic cell of the anterior pituitary that produces prolactin\"\" [CL:0000439, MESH:A06.407.747.608.812]\""
"MP:0008332"	"decreased lactotroph cell number"	0	0.115	0.346258422128466	1	"\"reduced number of an acidophilic cell of the anterior pituitary that produces prolactin\"\" [CL:0000439, MESH:A06.407.747.608.812]\""
"MP:0008333"	"absent lactotrophs"	0	0.024	0.1531255937048	1	"\"absence of an acidophilic cell of the anterior pituitary that produces prolactin\"\" [CL:0000439, MESH:A06.407.747.608.812]\""
"MP:0008334"	"increased gonadotroph cell number"	0	0	0	1	"\"greater number of the anterior pituitary cells that can produce both follicle stimulating hormone (FSH) and luteinizing hormone (LH)\"\" [MESH:A06.407.747.608.750]\""
"MP:0008335"	"decreased gonadotroph cell number"	0	0.09	0.289799903353994	1	"\"reduced number of the anterior pituitary cells that can produce both follicle stimulating hormone (FSH) and luteinizing hormone (LH)\"\" [MESH:A06.407.747.608.750]\""
"MP:0008336"	"absent gonadotrophs"	0	0	0	1	"\"absence of the anterior pituitary cells that can produce both follicle stimulating hormone (FSH) and luteinizing hormone (LH)\"\" [MESH:A06.407.747.608.750]\""
"MP:0008337"	"increased thyrotroph cell number"	0	0.053	0.224145580463326	1	"\"greater number of an anterior pituitary cell that produces thyroid-stimulating hormone\"\" [MESH:A06.407.747.608.968]\""
"MP:0008338"	"decreased thyrotroph cell number"	0	0.039	0.193691808077979	1	"\"reduced number of an anterior pituitary cell that produces thyroid-stimulating hormone\"\" [MESH:A06.407.747.608.968]\""
"MP:0008339"	"absent thyrotrophs"	0	0.006	0.0772655807586403	1	"\"absence of an anterior pituitary cell that produces thyroid-stimulating hormone\"\" [MESH:A06.407.747.608.968]\""
"MP:0008341"	"decreased corticotroph cell number"	0	0.036	0.186383311320351	1	"\"reduced number of an anterior pituitary basophilic cell that produces adrenocorticotrophic hormone (ACTH)\"\" [CL:0000467, MESH:A06.407.747.608.500]\""
"MP:0008344"	"abnormal mature gamma-delta T cell morphology"	0	0	0	1	"\"any structural anomaly of a mature T cell expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008345"	"abnormal gamma-delta T cell number"	0	0	0	1	"\"anomaly in the number of immature or mature T cells expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008346"	"increased gamma-delta T cell number"	0	0.002	0.0446989708829856	1	"\"greater number of immature or mature T cells expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008347"	"decreased gamma-delta T cell number"	0	0.186	0.394410394842174	1	"\"reduced number of immature or mature T cells expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008348"	"absent gamma-delta T cells"	0	0.069	0.253580960056751	1	"\"absence of immature or mature T cells expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008349"	"abnormal gamma-delta intraepithelial T cell morphology"	0	0	0	1	"\"any structural anomaly of a gamma-delta T cell present in columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [CL:0000801, ISBN:0781735149]\""
"MP:0008350"	"increased gamma-delta intraepithelial T cell number"	0	0	0	1	"\"greater number of a gamma-delta T cell present in columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [CL:0000801, ISBN:0781735149]\""
"MP:0008351"	"decreased gamma-delta intraepithelial T cell number"	0	0.008	0.0891288053546324	1	"\"reduced number of a gamma-delta T cell present in columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [CL:0000801, ISBN:0781735149]\""
"MP:0008352"	"absent gamma-delta intraepithelial T cell"	0	0.069	0.253580960056751	1	"\"absence of a gamma-delta T cell present in columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [CL:0000801, ISBN:0781735149]\""
"MP:0008353"	"increased mature gamma-delta T cell number"	0	0	0	1	"\"increased number of a mature T cell expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008354"	"decreased mature gamma-delta T cell number"	0	0	0	1	"\"reduced number of a mature T cell expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008355"	"absent mature gamma-delta T cells"	0	0	0	1	"\"absence of a mature T cell expressing an gamma-delta T cell receptor complex\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008356"	"abnormal gamma-delta T cell differentiation"	0	0.207	0.429342911127382	1	"\"atypical production of or inability to produce gamma-delta T cells, and/or accumulation of gamma-delta T cell precursors\"\" [CL:0000798, ISBN:0781735149]\""
"MP:0008363"	"\"decreased CD8-positive, gamma-delta intraepithelial T cell number\""	0	0	0	1	"\"reduced number of a CD8-positive, gamma-delta T cell of the columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [CL:0000803, ISBN:0781735149]\""
"MP:0008365"	"adenohypophysis hypoplasia"	0	0.029	0.167890402308134	1	"\"underdevelopment or reduced size, usually due to a reduced cell number, of the anterior lobe of the pituitary gland\"\" [MGI:csmith]\""
"MP:0008366"	"enlarged adenohypophysis"	0	0.051	0.224609548883055	1	"\"increased size of the anterior part of the pituitary that secretes a variety of hormones\"\" [MGI:csmith]\""
"MP:0008367"	"absent pituitary intermediate lobe"	0	0	0	1	"\"absence of the thin boundary between the adenohypophysis and neurohypophysis of the pituitary that produces melanocyte stimulating hormone (MSH); this area is small or absent in mammalian adults\"\" [MGI:csmith]\""
"MP:0008368"	"small pituitary intermediate lobe"	0	0	0	1	"\"reduced size of the thin boundary between the adenohypophysis and neurohypophysis of the pituitary that produces melanocyte stimulating hormone (MSH); this area is small or absent in mammalian adults\"\" [MGI:csmith]\""
"MP:0008369"	"pituitary intermediate lobe hypoplasia"	0	0	0	1	"\"underdevelopment or reduced size, usually due to a reduced cell number, of the thin boundary between the adenohypophysis and neurohypophysis of the pituitary that produces melanocyte stimulating hormone (MSH); this area is small or absent in mammalian adults\"\" [MGI:csmith]\""
"MP:0008370"	"enlarged pituitary intermediate lobe"	0	0.032	0.176088066055048	1	"\"increased size of the thin boundary between the adenohypophysis and neurohypophysis of the pituitary that produces melanocyte stimulating hormone (MSH); this area is small or absent in mammalian adults\"\" [MGI:csmith]\""
"MP:0008371"	"pituitary intermediate lobe hyperplasia"	0	0.065	0.250674765059904	1	"\"overdevelopment or increased size, usually due to increased cell number, of the thin boundary between the adenohypophysis and neurohypophysis of the pituitary that produces melanocyte stimulating hormone (MSH); this area is small or absent in mammalian adults\"\" [MGI:csmith]\""
"MP:0008372"	"small malleus"	0	0.008	0.0891288053546324	1	"\"reduced size of the largest of the three auditory ossicles, which resembles a club or hammer\"\" [ISBN:0-683-40008-8, MGI:anna]\""
"MP:0008373"	"short malleus"	0	0	0	1	"\"reduced length of the largest of the three auditory ossicles, which resembles a club or hammer\"\" [ISBN:0-683-40008-8, MGI:anna]\""
"MP:0008374"	"abnormal malleus manubrium morphology"	0	0	0	1	"\"any structural anomaly in the handle of the malleus, which extends downward, inward, and backward from the neck of the malleus and is embedded throughout its length in the tympanic membrane\"\" [MGI:anna]\""
"MP:0008375"	"short malleus manubrium"	0	0	0	1	"\"reduced length of the handle of the malleus\"\" [MGI:anna]\""
"MP:0008376"	"small malleus manubrium"	0	0.129	0.33536766610911	1	"\"reduced size of the handle of the malleus\"\" [MGI:anna]\""
"MP:0008377"	"absent malleus manubrium"	0	0	0	1	"\"absence of the handle of the malleus\"\" [MGI:anna]\""
"MP:0008378"	"small malleus processus brevis"	0	0.129	0.33536766610911	1	"\"reduced size of the projection extending from the base of the manubrium of the malleus which contacts the upper part of the tympanic membrane\"\" [MGI:anna]\""
"MP:0008380"	"abnormal gonial bone morphology"	0	0.011	0.104354635210372	1	"\"any structural anomaly of the investing bone that lies on the surface of the malleus\"\" [MGI:anna]\""
"MP:0008381"	"absent gonial bone"	0	0.002	0.0446989708829856	1	"\"absence of the investing bone that normally lies on the surface of the malleus\"\" [MGI:anna]\""
"MP:0008382"	"gonial bone hypoplasia"	0	0.011	0.104354635210372	1	"\"underdevelopment or reduced size of the investing bone that lies on the surface of the malleus, usually due to reduced cell number\"\" [MGI:anna]\""
"MP:0008383"	"enlarged gonial bone"	0	0	0	1	"\"increased size of the investing bone that lies on the surface of the malleus\"\" [MGI:anna]\""
"MP:0008384"	"absent nasal capsule"	0	0.022	0.146756729104793	1	"\"absence of the cartilage around the developing nasal cavity of the embryo\"\" [MGI:anna]\""
"MP:0008385"	"absent basisphenoid bone"	0	0	0	1	"\"absence of the part of the base of the cranium found between the basioccipital and the presphenoid bone\"\" [MGI:anna]\""
"MP:0008386"	"absent styloid process"	0	0	0	1	"\"absence of the slender needle-like pointed projection that runs downward and slightly forward from the base of the inferior surface of the petrous portion of the temporal bone to join the tympanic portion\"\" [MGI:anna]\""
"MP:0008387"	"hypochromic anemia"	0	0.257	0.459523842865811	1	"\"hemoglobin deficiency resulting from a reduction in the concentration of hemoglobin in red cells, resulting in insufficient oxygenation of tissues and organs\"\" [MGI:csmith, MGI:smb]\""
"MP:0008388"	"hypochromic microcytic anemia"	0	0.239	0.449534293553986	1	"\"hemoglobin deficiency resulting from a reduction in the concentration of hemoglobin in red cells, where the erythrocyte corpuscular volume is smaller than normal\"\" [MGI:csmith]\""
"MP:0008389"	"hypochromic macrocytic anemia"	0	0	0	1	"\"hemoglobin deficiency resulting from a reduction in the concentration of hemoglobin in red cells, where the erythrocyte corpuscular volume is larger than normal\"\" [MGI:csmith]\""
"MP:0008390"	"abnormal primordial germ cell proliferation"	0	0.009	0.0944877131056093	1	"\"anomaly in the ability of the primordial germ cell population to undergo rapid expansion by cell division\"\" [MGI:csmith]\""
"MP:0008391"	"abnormal primordial germ cell morphology"	0	0.039	0.198792652073759	1	"\"any structural anomaly of a mesodermally-derived, most primitive undifferentiated sex cell, that originates in the allantois and migrates through the hindgut and into the gonadal ridge\"\" [MGI:csmith]\""
"MP:0008392"	"decreased primordial germ cell number"	0	0.089	0.29523916773722	1	"\"reduced number of a mesodermally-derived, most primitive undifferentiated sex cell, that originates in the allantois and migrates through the hindgut and into the gonadal ridge\"\" [MGI:csmith]\""
"MP:0008393"	"absent primordial germ cells"	0	0.039	0.193691808077979	1	"\"absence of a mesodermally-derived, most primitive undifferentiated sex cell, that originates in the allantois and migrates through the hindgut and into the gonadal ridge\"\" [MGI:csmith]\""
"MP:0008397"	"\"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology\""	0	0.064	0.248929640593413	1	"\"any structural anomaly of a CD4-positive, CD25-positive, alpha-beta T cell which regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release\"\" [ISBN:0781735149]\""
"MP:0008399"	"abnormal alpha-beta intraepithelial T cell morphology"	0	0.084	0.281110339587542	1	"\"any structural anomaly of a alpha-beta T cell present in columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [ISBN:0781735149]\""
"MP:0008400"	"\"abnormal CD4-positive, alpha-beta intraepithelial T cell morphology\""	0	0.015	0.121613279660528	1	"\"any structural anomaly of a CD4-positive, alpha-beta T cell of the columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [ISBN:0781735149]\""
"MP:0008401"	"\"abnormal CD8 positive, alpha-beta intraepithelial T cell morphology\""	0	0.015	0.121613279660528	1	"\"any structural anomaly of a CD8-positive, alpha-beta T cell of the columnar epithelia such as in the gastrointestinal tract; intraepithelial T cells often have distinct developmental pathways and activation requirements\"\" [ISBN:0781735149]\""
"MP:0008402"	"increased cellular sensitivity to alkylating agents"	0	0.115	0.322302464897306	1	"\"greater incidence of cell death following exposure to agents that cause DNA damage\"\" [MGI:csmith]\""
"MP:0008403"	"decreased cellular sensitivity to alkylating agents"	0	0	0	1	"\"reduced incidence of cell death following exposure to agents that cause DNA damage\"\" [MGI:csmith]\""
"MP:0008404"	"increased cellular sensitivity to methylmethanesulfonate"	0	0.143	0.372410646584774	1	"\"greater incidence of cell death following exposure to methylmethanesulfonate\"\" [MGI:csmith]\""
"MP:0008405"	"decreased cellular sensitivity to methylmethanesulfonate"	0	0	0	1	"\"reduced incidence of cell death following exposure to methylmethanesulfonate\"\" [MGI:csmith]\""
"MP:0008407"	"decreased cellular sensitivity to hydrogen peroxide"	0	0	0	1	"\"reduced incidence of cell death following exposure to hydrogen peroxide\"\" [MGI:csmith]\""
"MP:0008409"	"increased cellular sensitivity to hydroxyurea"	0	0	0	1	"\"greater incidence of cell death following exposure to hydroxyurea\"\" [MGI:csmith]\""
"MP:0008410"	"increased cellular sensitivity to ultraviolet irradiation"	0	0.053	0.224145580463326	1	"\"greater incidence of cell death following exposure to ultraviolet irradiation\"\" [MGI:csmith]\""
"MP:0008411"	"decreased cellular sensitivity to ultraviolet irradiation"	0	0.093	0.290577761426155	1	"\"reduced incidence of cell death following exposure to ultraviolet irradiation\"\" [MGI:csmith]\""
"MP:0008413"	"decreased cellular sensitivity to oxidative stress"	0	0.024	0.1531255937048	1	"\"reduced incidence of cell death or enhanced production of reactive oxygen species after exposure to a variety of stress conditions including ionizing radiation, exposure to xenobiotics, inflammation, and phagocytosis\"\" [MGI:csmith]\""
"MP:0008414"	"abnormal spatial reference memory"	0	0.489	0.648304943139646	1	"\"anomaly in the ability to recall spatial location information from previous encounters or training sessions in order to navigate or perform other behavior using such location cues\"\" [MGI:csmith]\""
"MP:0008417"	"decreased somatotroph cell size"	0	0	0	1	"\"reduced growth or small size of an acidophilic cell of the anterior pituitary that produces growth hormone, somatotropin\"\" [MESH:A06.407.747.608.937, MGI:csmith]\""
"MP:0008418"	"abnormal cutaneous elastic fiber morphology"	0	0.003	0.054717401199198	1	"\"any structural anomaly of the slender connective tissue fiber in the extracellular matrix of skin tissue that is composed of microfibrils and amorphous elastin and is characterized by great elasticity\"\" [MGI:csmith]\""
"MP:0008419"	"abnormal cutaneous microfibril morphology"	0	0	0	1	"\"any structural anomaly of the fiber-like strand of fibrillin that forms the scaffold of the cutaneous elastic fibers found in the extracellular matrix of the skin\"\" [MGI:csmith]\""
"MP:0008423"	"decreased lactotroph cell size"	0	0.032	0.176088066055048	1	"\"reduced growth or small size of an acidophilic cell of the anterior pituitary that produces prolactin\"\" [MESH:A06.407.747.608.812, MGI:csmith]\""
"MP:0008427"	"decreased corticotroph cell size"	0	0	0	1	"\"reduced growth or small size of an anterior pituitary basophilic cell that produces adrenocorticotrophic hormone (ACTH)\"\" [MESH:A06.407.747.608.500, MGI:csmith]\""
"MP:0008429"	"absent parotid gland"	0	0	0	1	"\"absence of the largest of the major salivary glands situated below and in front of each ear\"\" [MGI:anna]\""
"MP:0008430"	"short squamosal bone"	0	0	0	1	"\"length reduction of the thin, platelike part of the temporal bone\"\" [MGI:anna]\""
"MP:0008431"	"abnormal short term spatial reference memory"	0	0	0	1	"\"anomaly in the short-term memory for spatial location information that is established during the first few minutes after training or an encounter at that location\"\" [MGI:csmith]\""
"MP:0008432"	"abnormal long term spatial reference memory"	0	0.331	0.493642261848277	1	"\"anomaly in long-term memory for spatial location information that is consolidated over hours and days after training or an encounter at that location\"\" [MGI:csmith]\""
"MP:0008436"	"decreased somatotroph secretory granule number"	0	0	0	1	"\"decreased number of vesicles derived from the golgi that contain somatotropin growth hormone to be released at the cell surface\"\" [MGI:llw2]\""
"MP:0008437"	"absent somatotroph secretory granules"	0	0	0	1	"\"absence of vesicles derived from the golgi that contain somatotropin growth hormone to be released at the cell surface\"\" [MGI:llw2]\""
"MP:0008439"	"abnormal cortical plate morphology"	0	0.201	0.415658239148187	1	"\"any structural anomaly of the outer neural tube region in which post-mitotic neuroblasts migrate along radial glia to form the adult cortical layers\"\" [MGI:csmith, PMID:1812236]\""
"MP:0008440"	"abnormal subplate morphology"	0	0.035	0.18387171834953	1	"\"any structural anomaly of the transient outer neural tube region that contains the first generated post-mitotic neurons that receive synaptic input from thalamic axons and in turn project axons to the developing cortical plate\"\" [MGI:csmith, PMID:8210173]\""
"MP:0008441"	"thin cortical plate"	0	0.411	0.588579158164325	1	"\"reduced thickness of the outer neural tube region in which post-mitotic neuroblasts migrate along radial glia to form the adult cortical layers\"\" [MGI:csmith, PMID:1812236]\""
"MP:0008442"	"disorganized cortical plate"	0	0.008	0.0891288053546324	1	"\"derangement of the patterned arrangement of the cortical plate\"\" [MGI:csmith]\""
"MP:0008443"	"absent subplate"	0	0.003	0.054717401199198	1	"\"absence of the transient outer neural tube region that contains the first generated post-mitotic neurons that receive synaptic input from thalamic axons and in turn project axons to the developing cortical plate\"\" [MGI:csmith, PMID:8210173]\""
"MP:0008444"	"retinal cone cell degeneration"	0	0.231	0.433389924694641	1	"\"a retrogressive impairment of function or destruction of one of the photoreceptor cell types in the retina, in which the photopigment is in invaginations of the cell membrane of the outer segment\"\" [MESH:A08.663.650.650.670.100, MGI:csmith]\""
"MP:0008445"	"increased retinal cone cell number"	0	0.047	0.216420511592219	1	"\"greater number of one of the photoreceptor cell types in the retina, in which the photopigment is in invaginations of the cell membrane of the outer segment\"\" [MESH:A08.663.650.650.670.100]\""
"MP:0008447"	"absent retinal cone cells"	0	0.021	0.143455845400526	1	"\"absence of one of the photoreceptor cell types in the retina, in which the photopigment is in invaginations of the cell membrane of the outer segment\"\" [MESH:A08.663.650.650.670.100]\""
"MP:0008448"	"abnormal retinal cone cell inner segment morphology"	0	0.019	0.136593036636783	1	"\"any structural anomaly of the retinal cone cell region which contains the machinery of the cell (mitochondria, golgi, endoplasmic reticulum, etc) and where opsin molecules are assembled and passed to be part of the outer segment region\"\" [MGI:csmith]\""
"MP:0008449"	"abnormal retinal cone cell outer segment morphology"	0	0.01	0.0995485304256668	1	"\"any structural anomaly of the retinal cone cell region in which the visual pigment rhodopsin is in invaginations of the cell membrane\"\" [MGI:csmith]\""
"MP:0008451"	"retinal rod cell degeneration"	0	0.267	0.481604550376077	1	"\"a retrogressive impairment of function or destruction of one of the photoreceptor cell types of the vertebrate retina, in which the photopigment is in stacks of membranous disks separate from the outer cell membrane\"\" [MESH:A08.663.650.650.670.650]\""
"MP:0008453"	"decreased retinal rod cell number"	0	0.156	0.371216650760444	1	"\"reduced number of one of the photoreceptor cell types of the vertebrate retina, in which the photopigment is in stacks of membranous disks separate from the outer cell membrane\"\" [MESH:A08.663.650.650.670.650]\""
"MP:0008454"	"absent retinal rod cells"	0	0.049	0.220562117435537	1	"\"absence of one of the photoreceptor cell types of the vertebrate retina, in which the photopigment is in stacks of membranous disks separate from the outer cell membrane\"\" [MESH:A08.663.650.650.670.650]\""
"MP:0008455"	"abnormal retinal rod cell inner segment morphology"	0	0.027	0.162164414398774	1	"\"any structural anomaly of the retinal rod cell region which contains the machinery of the cell (mitochondria, golgi, endoplasmic reticulum, etc) and where opsin molecules are assembled and passed to be part of the outer segment region\"\" [MGI:csmith]\""
"MP:0008456"	"abnormal retinal rod cell outer segment morphology"	0	0.265	0.478543628109292	1	"\"any structural anomaly of the retinal rod cell region which contains stacks of membranous discs separate from the outer cell membrane that are rich in the visual pigment rhodopsin\"\" [MGI:csmith]\""
"MP:0008457"	"abnormal cortical intermediate zone morphology"	0	0.032	0.181683816034915	1	"\"any structural anomaly of the region of the developing mammalian cortex that extends between the ventricular zone and the cortical plate (CP); normally, the IZ is a region of tangential migration of cells, and at midgestation, the lower part of the IZ develops into the subventricular zone\"\" [PMID:10632599]\""
"MP:0008458"	"abnormal cortical ventricular zone morphology"	0	0.266	0.472723457708064	1	"\"any structural anomaly of a transient region of the developing cerebral cortex that contains migrating neurons, radial glial cells, and a large population of cycling multipotent neural stem cells that generate newborn neurons\"\" [MGI:csmith]\""
"MP:0008459"	"abnormal circulating pancreatic peptide level"	0	0	0	1	"\"anomaly in the amount of the 36-amino acid pancreatic hormone in the blood that is secreted mainly by endocrine cells found at the periphery of the islets of Langerhans in response to ingestions, and regulates gastric secretion, gastric emptying, pancreatic enzyme secretion, and appetite\"\" [ISBN:0-683-40008-8, MESH:D06.472.699.587.700]\""
"MP:0008460"	"absent dorsal root ganglion"	0	0.027	0.162164414398774	1	"\"absence of the groups of sensory nerve cell bodies located on the dorsal spinal roots within the vertebral column\"\" [MESH:A08.340.390.340, MGI:csmith]\""
"MP:0008461"	"left atrial isomerism"	0	0.003	0.054717401199198	1	"\"anomaly in the asymmetry of the cardiac atria such that atria on both the left and right side have the morphology normally seen on the left side of the body\"\" [MGI:smb]\""
"MP:0008462"	"abnormal medium spiny neuron morphology"	0	0	0	1	"\"any structural anomaly of the inhibitory projection neurons located in the striatum that integrate glutamatergic signals arising from the cerebral cortex and thalamus\"\" [PMID:15504319]\""
"MP:0008463"	"abnormal peripheral lymph node morphology"	0	0.052	0.222138122224316	1	"\"any structural anomaly of the lymph nodes located outside the thoracic and abdominal cavities, such as the submandibular, prescapular, axillary, inguinal and popliteal lymph nodes\"\" [MGI:csmith]\""
"MP:0008464"	"absent peripheral lymph nodes"	0	0.002	0.0446989708829856	1	"\"absence of the lymph nodes located outside the thoracic and abdominal cavities, such as the submandibular, prescapular, axillary, inguinal and popliteal lymph nodes\"\" [MGI:csmith]\""
"MP:0008465"	"absent mesenteric lymph nodes"	0	0.011	0.104354635210372	1	"\"absence of the lymph nodes located in the mesentery, of which there are 3 classes: ileocolic, juxtaintestinal mesenteric, and central superior group\"\" [ISBN:0-683-40008-8]\""
"MP:0008466"	"enlarged mesenteric lymph nodes"	0	0.016	0.125537881771837	1	"\"increased size of the lymph nodes located in the mesentery, of which there are 3 classes: ileocolic, juxtaintestinal mesenteric, and central superior group\"\" [ISBN:0-683-40008-8]\""
"MP:0008467"	"absent proprioceptive neurons"	0	0.015	0.121613279660528	1	"\"absence of the sensory neurons of the dorsal root ganglia that sense body position and send information about how much the muscle is stretched to the spinal cord\"\" [MGI:csmith]\""
"MP:0008468"	"absent muscle spindles"	0	0.015	0.121613279660528	1	"\"absence of the sensory organs in muscle that are involved in the stretch reflex\"\" [ISBN:0838580343, MGI:csmith]\""
"MP:0008469"	"abnormal protein level"	0	0.247	0.458477045446335	1	"\"anomaly in the amount of any of the macromolecules consisting of long chains of amino acids in peptide linkage\"\" [MGI:csmith]\""
"MP:0008471"	"abnormal spleen primary B follicle morphology"	0	0.042	0.200689502157627	1	"\"any structural anomaly of the nodules of small undifferentiated B lymphocytes and follicular dendritic cells located in the spleen white pulp\"\" [PMID:17495967]\""
